,id,title,is_paid,price,currency,price_string,currency_symbol,url
3854,1887122.0,python 3 deep dive part 3  hash maps,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/python-3-deep-dive-part-3/
3855,989224.0,python absolute beginners learn python week,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/python-programming-for-absolute-beginners/
3856,1051430.0,accounting learn everything,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/intermediateaccounting/
3857,1379794.0,hire  manage virtual teams,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/how-to-hire-manage-virtual-teams/
3858,397930.0,learn wifi password penetration testing wepwpawpa2,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/learn-cracking-wi-fi-passwordskeys-wepwpawpa2/
3859,638604.0,comprehensive 60 hrs  economics course diploma,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/egg-timer-economics/
3860,1368106.0,learn understand d3js data visualization,1.0,79.99,EUR,€79.99,€,https://www.udemy.com/course/learn-d3js-for-data-visualization/
3861,1263468.0,rest apis using spring data rest,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/microservices-rest-apis-using-spring-data-rest/
3862,2342126.0,ssltls fundamentals,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/ssl-tls-intro/
3863,587144.0,memory tricks learn master garbage collector,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/csharp-memory-tricks-learn-how-to-master-the-garbage-collector/
3864,1592532.0,music composition piano ultimate keyboard theory,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/piano-keyboard-music-composition/
3865,2451728.0,fitness trainer certification gym workouts  bodybuilding,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/fitness-trainer-certification-gym-workouts-bodybuilding/
3866,1992144.0,control  cbt mindfulness  neuroplasticity,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/above-the-ego-neuroplasticity-mindfulness/
3867,1368106.0,learn understand d3js data visualization,1.0,79.99,EUR,€79.99,€,https://www.udemy.com/course/learn-d3js-for-data-visualization/
3868,638604.0,comprehensive 60 hrs  economics course diploma,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/egg-timer-economics/
3869,921086.0,ultimate photography course beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-ultimate-photography-course-for-beginners/
3870,3402578.0,search engine optimization complete specialization course,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/search-engine-optimization-complete-specialization-course/
3871,3594850.0,aws certification  developer associate ,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/aws-certified-developer-associate-step-by-step/
3872,3545764.0,aws certification  cloud practitioner ,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/aws-certified-cloud-practitioner-step-by-step/
3873,765106.0,excel macros  excel vba programming beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/excel-macros-excel-vba-for-non-programmers/
3874,776744.0,handson linux selfhosted wordpress linux beginners,1.0,24.99,EUR,€24.99,€,https://www.udemy.com/course/hands-on-linux-self-hosted-wordpress-for-linux-beginners/
3875,874828.0,dominate freelancing upwork,1.0,94.99,EUR,€94.99,€,https://www.udemy.com/course/freelancing-jobs/
3876,626076.0,herbalism  medicinal kitchen herbs  spices certificate,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/home-remedies-herbs-spices-as-medicine/
3877,661070.0,better manager  data driven manager training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/business-management-training-become-a-data-driven-manager/
3878,671552.0,react flux web development beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/react-flux/
3879,661106.0,better manager  influential management training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/business-management-training-become-an-influential-manager/
3880,765106.0,excel macros  excel vba programming beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/excel-macros-excel-vba-for-non-programmers/
3881,776744.0,handson linux selfhosted wordpress linux beginners,1.0,24.99,EUR,€24.99,€,https://www.udemy.com/course/hands-on-linux-self-hosted-wordpress-for-linux-beginners/
3882,3131540.0,electron scratch build desktop apps javascript,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/electron-from-scratch/
3883,3084174.0,fully accredited certificate natural medicine  herbalism,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/fully-accredited-certificate-in-natural-medicine/
3884,3097200.0,adobe premiere pro ultimate course,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/adobe-premiere-pro-cc-2020/
3885,2846906.0,new product owner certification  800 questions,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/product-owner-certificate-training-200-questions/
3886,2856490.0,tricentis tosca  beginner intermediate  easy steps,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/tricentis-tosca-beginner-to-intermediate-in-easy-steps/
3887,1547582.0,big data scientist,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/what-to-be-a-big-data-scientist/
3888,1750352.0,salesforce lightning  learn salesforce lightning,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/salesforce-lightning-ui/
3889,1857222.0,make based platform games gamemaker studio,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/how-to-make-tile-based-platform-games-with-gamemaker/
3890,552258.0,professional wordpress theme  plugin development,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/photoshop-psd-to-wordpress-theme-development-from-scratch/
3891,626076.0,herbalism  medicinal kitchen herbs  spices certificate,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/home-remedies-herbs-spices-as-medicine/
3892,1338126.0,create b2b sales cold calling scripts  value propositions,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/sales-skills-value-propositions/
3893,661070.0,better manager  data driven manager training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/business-management-training-become-a-data-driven-manager/
3894,671552.0,react flux web development beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/react-flux/
3895,661106.0,better manager  influential management training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/business-management-training-become-an-influential-manager/
3896,1049154.0,sap financial accounting controlling super user training,1.0,69.99,EUR,€69.99,€,https://www.udemy.com/course/sap-financial-accounting-and-controlling-super-user-training/
3897,263844.0,become f5 load balancer admininistrator,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/become-a-f5-load-balancer-admininistrator/
3898,342220.0,microsoft word levels  job guide,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/shortest-microsoft-word/
3899,381524.0,ui design photoshop beginner expert 15 days,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/learn-photoshop-for-ui-design-from-scratch/
3900,1750352.0,salesforce lightning  learn salesforce lightning,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/salesforce-lightning-ui/
3901,1857222.0,make based platform games gamemaker studio,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/how-to-make-tile-based-platform-games-with-gamemaker/
3902,2773144.0,complete developer course,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/the-complete-cpp-developer-course/
3903,3318304.0,projects cost management estimating budgeting control,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/cost-management/
3904,381524.0,ui design photoshop beginner expert 15 days,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/learn-photoshop-for-ui-design-from-scratch/
3905,481478.0,practical knowledge modelling ontology development 101,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/practical-knowledge-modelling/
3906,552258.0,professional wordpress theme  plugin development,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/photoshop-psd-to-wordpress-theme-development-from-scratch/
3907,72764.0,jump start presentation skills today best,1.0,199.99,EUR,€199.99,€,https://www.udemy.com/course/jump-start-your-presentation-skills-today/
3908,1049154.0,sap financial accounting controlling super user training,1.0,69.99,EUR,€69.99,€,https://www.udemy.com/course/sap-financial-accounting-and-controlling-super-user-training/
3909,1115984.0,learning cisco unified computing system  ucs,1.0,24.99,EUR,€24.99,€,https://www.udemy.com/course/learning-cisco-unified-computing-system-ucs/
3910,969212.0,introduction gis qgis 3,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/an-introduction-to-gis-and-qgis/
3911,1140472.0,difficult conversations work made easier,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/difficult-conversations-at-work-made-easier/
3912,21477.0,adobe illustrator cs6 tutorial  training taught experts,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/learning-adobe-illustrator-cs6/
3913,874828.0,dominate freelancing upwork,1.0,94.99,EUR,€94.99,€,https://www.udemy.com/course/freelancing-jobs/
3914,3045238.0,python programming everyone immersive training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-python-programming-for-anyone-immersive-training/
3915,3026298.0,alan sharpes 25hour copywriting masterclass coaching,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/alan-sharpe-copywriting-masterclass/
3916,667186.0,master guitar 90 days stepbystep lessons beginners,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/rockstar-guitar-90-day-challenge/
3917,892544.0,java ee vaadin spring boot maven,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/java-ee-with-vaadin-spring-boot-and-maven/
3918,957336.0,complete instagram marketing course  6 courses,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-complete-instagram-marketing-course/
3919,895850.0,leading effective meetings beginners guide,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/effective-meetings/
3920,846664.0,introduction python ethical hacking,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/python-for-ethical-hacking/
3921,1895804.0,portrait photography absolute beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/mastering-portrait-photography/
3922,1923394.0,womens leadership masterclass,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/howwomenrise/
3923,3410998.0,ccna 200301 video boot camp chris bryant,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/ccna-200-301-video-boot-camp-with-chris-bryant/
3924,3587142.0,learn aws identity management aws iam sso  federation,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/aws-iam-aws-organizations-aws-sso-aws-directory-service-federation/
3925,3709974.0,comptia 2201002 practice exams 500 questions,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/comptia-a-1002-exams/
3926,3514014.0,azure devops crash course build cicd release pipelines,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/azure-devops-fundamental/
3927,439726.0,reliability games 2day training workshop,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/reliability-and-games-2-day-dog-training-workshop/
3928,27854.0,digital marketing ultimate guide strategic marketing,1.0,104.99,EUR,€104.99,€,https://www.udemy.com/course/digital-marketing-management/
3929,44873.0,learn php programming scratch,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/learn-php-programming-from-scratch/
3930,1350350.0,quantitative finance  algorithmic trading python,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/quantitative-finance-algorithmic-trading-in-python/
3931,1276524.0,acrylic painting  introduction acrylic painting,1.0,44.99,EUR,€44.99,€,https://www.udemy.com/course/acrylic-painting-introduction-to-acrylic-painting/
3932,1449262.0,rest api testing automation java  postman  framework,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/api-testing-rest-api-automation-testing-from-scratch/
3933,1287320.0,got famous instagram months,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/get-instagram-famous/
3934,1301168.0,selenium webdriverworking elements,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/selenium-working-with-elements/
3935,1510954.0,make wordpress website  divi theme tutorial,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/how-to-make-a-wordpress-website-2018-divi-theme-tutorial/
3936,1493228.0,javascript interview prep practice problems,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/javascript-interview-prep/
3937,1244262.0,introduction google cloud platform data engineers,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/an-introduction-to-google-cloud-platform-for-data-engineers/
3938,1250096.0,digital advertising marketing 201 top topic  trends,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/digital-advertising-marketing-201/
3939,1009424.0,ab testing experimentation beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/ab-testing-and-experimentation-for-websites-and-marketing/
3940,1012098.0,3ds max  vray full photorealistic 3d rendering masterclass,1.0,69.99,EUR,€69.99,€,https://www.udemy.com/course/3drendering/
3941,1035002.0,build sixfigure online business selling online courses,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/create-and-sell-your-own-online-course/
3942,1014014.0,introduction ip addressing subnetting easy way,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/subnetting-the-easy-way/
3943,1075928.0,getting started cloud computing  level,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/getting-started-with-cloud-computing-level-1/
3944,1053272.0,finance training financial analysts,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-financial-analyst-skills-training-fast-course-2017/
3945,1091206.0,top 5 forex strategies pro trader  5 forex robots,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/top-5-forex-strategies-from-a-professional-trader-robots/
3946,1123198.0,colors data science data visualization color theory,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/colordata/
3947,607816.0,deutsch intensiv  intensive german course beginners,1.0,24.99,EUR,€24.99,€,https://www.udemy.com/course/deutsch-intensiv-intensive-german-course-for-beginners/
3948,1493228.0,javascript interview prep practice problems,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/javascript-interview-prep/
3949,2474986.0,scrum master certification  practice test questions,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/scrum-master-certification-practice-test-questions/
3950,2970812.0,algorithmic trading kiteconnect platform,1.0,44.99,EUR,€44.99,€,https://www.udemy.com/course/algorithmic-trading-on-zerodha-kiteconnect-platform/
