id,title,is_paid,price,currency,price_string,currency_symbol,url
1653432.0,The Business Intelligence Analyst Course 2021,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-business-intelligence-analyst-course-2018/
591930.0,Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,1.0,169.99,EUR,€169.99,€,https://www.udemy.com/course/become-a-superlearner-2-speed-reading-memory-accelerated-learning/
1026604.0,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/advanced-css-and-sass/
1405632.0,SQL - MySQL for Data Analytics and Business Intelligence,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/sql-mysql-for-data-analytics-and-business-intelligence/
2301254.0,Certified Kubernetes Administrator (CKA) with Practice Tests,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/certified-kubernetes-administrator-with-practice-tests/
1643044.0,Graphic Design Masterclass - Learn GREAT Design,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/graphic-design-masterclass-everything-you-need-to-know/
42271.0,Complete Guitar Lessons System - Beginner to Advanced,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/complete-guitar-system-beginner-to-advanced/
1080376.0,Life Coaching Certificate Course (Beginner to Intermediate),1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/life-coaching-online-certification-course-life-coach-training/
751792.0,Business Analysis Fundamentals,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/business-analysis-ba/
405926.0,HTML and CSS for Beginners - Build a Website & Launch ONLINE,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/html-and-css-for-beginners-crash-course-learn-fast-easy/
977438.0,Microsoft Excel - Data Analysis with Excel Pivot Tables,1.0,169.99,EUR,€169.99,€,https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/
1352468.0,Master Microservices with Spring Boot and Spring Cloud,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/microservices-with-spring-boot-and-spring-cloud/
2473048.0,Complete Python Developer in 2022: Zero to Mastery,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/complete-python-developer-zero-to-mastery/
751094.0,The Complete Networking Fundamentals Course. Your CCNA start,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/
1289478.0,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/ios11-app-development-bootcamp/
484606.0,Instagram Marketing 2021: Complete Guide To Instagram Growth,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/instagram-marketing-for-small-businesses/
1178124.0,Complete C# Unity Game Developer 3D,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/unitycourse2/
513244.0,Data Science A-Z™: Real-Life Data Science Exercises Included,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/datascience/
866196.0,The Complete Oracle SQL Certification Course,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/the-complete-oracle-sql-certification-course/
1091520.0,Cognitive Behavioural Therapy (CBT) Practitioner Training,1.0,139.99,EUR,€139.99,€,https://www.udemy.com/course/cognitive-behavioural-therapy-online-course-cbt-practitioner-course/
1197206.0,Illustrator 2022 MasterClass,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/illustrator-cc-masterclass/
1506888.0,Unlock Excel VBA and Excel Macros,1.0,199.99,EUR,€199.99,€,https://www.udemy.com/course/excel-vba-and-macros-course/
256758.0,Learn Linux in 5 Days and Level Up Your Career,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/learn-linux-in-5-days/
1332278.0,Docker for the Absolute Beginner - Hands On - DevOps,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/learn-docker/
964680.0,Investing In Stocks  The Complete Course! (14 Hour),1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/investing-in-stocks/
1151036.0,Blockchain and Bitcoin Fundamentals,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/blockchain-and-bitcoin-fundamentals/
1879018.0,"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)",1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/nodejs-the-complete-guide/
684272.0,IELTS Band 7+ Complete Prep Course,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/ielts-band-7-preparation-course/
806922.0,The Complete ASP.NET MVC 5 Course,1.0,149.99,EUR,€149.99,€,https://www.udemy.com/course/the-complete-aspnet-mvc-5-course/
403314.0,Facebook Ads & Facebook Marketing MASTERY 2022 | Coursenvy ®,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/facebook-ads-facebook-marketing-mastery-guide/
2246852.0,Emotional Intelligence at Work: Learn from Your Emotions,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/emotional-intelligence-at-work-learn-from-your-emotions/
437490.0,The Complete Ethical Hacking Course: Beginner to Advanced!,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/penetration-testing/
926512.0,Adobe Premiere Pro CC Masterclass: Video Editing in Premiere,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/adobe-premiere-pro-video-editing/
951618.0,The Complete Android N Developer Course,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/complete-android-n-developer-course/
1075642.0,Apache Kafka Series - Learn Apache Kafka for Beginners v2,1.0,149.99,EUR,€149.99,€,https://www.udemy.com/course/apache-kafka/
1202988.0,The Complete Financial Analyst Training & Investing Course,1.0,199.99,EUR,€199.99,€,https://www.udemy.com/course/the-complete-financial-analyst-training-and-investing-course/
1355610.0,Communication Fundamentals: How To Communicate Better,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/communication-fundamentals-how-to-communicate-better/
1463348.0,Modern JavaScript From The Beginning,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/modern-javascript-from-the-beginning/
